Frame,ID,X,Y,Area,Solidity,Ratio,VX,VY
1155,156,556,516,746,0.6105,0.0000,41.0000,65.0000
1155,158,347,160,843,0.6144,0.0000,1.0000,-9.0000
1155,163,355,110,870,0.5918,0.0000,8.0000,-7.0000
1155,170,405,184,110,0.4889,0.0000,17.0000,46.0000
1156,150,265,5,147,0.7000,0.0000,2.0000,0.0000
1156,152,482,487,786,0.4962,0.0000,27.0000,60.0000
1156,153,223,323,93,0.7154,0.0000,3.0000,6.0000
1156,155,412,125,555,0.5014,0.0000,2.0000,2.0000
1156,156,597,581,746,0.6105,0.0000,41.0000,65.0000
1156,158,348,158,828,0.6035,0.0000,1.0000,-2.0000
1156,163,359,107,878,0.5575,0.0000,4.0000,-3.0000
1156,170,422,230,110,0.4889,0.0000,17.0000,46.0000
1157,150,267,5,147,0.7000,0.0000,2.0000,0.0000
1157,152,509,547,786,0.4962,0.0000,27.0000,60.0000
1157,153,226,329,93,0.7154,0.0000,3.0000,6.0000
1157,155,403,142,198,0.4500,0.0000,-9.0000,17.0000
1157,156,638,646,746,0.6105,0.0000,41.0000,65.0000
1157,158,351,154,823,0.5715,0.0000,3.0000,-4.0000
1157,163,368,99,858,0.5238,0.0000,9.0000,-8.0000
1157,170,439,276,110,0.4889,0.0000,17.0000,46.0000
1158,150,269,5,147,0.7000,0.0000,2.0000,0.0000
1158,152,536,607,786,0.4962,0.0000,27.0000,60.0000
1158,153,229,335,93,0.7154,0.0000,3.0000,6.0000
1158,155,413,143,223,0.5335,0.0000,10.0000,1.0000
1158,156,679,711,746,0.6105,0.0000,41.0000,65.0000
1158,158,352,152,842,0.5503,0.0000,1.0000,-2.0000
1158,163,372,93,817,0.5278,0.0000,4.0000,-6.0000
1158,170,456,322,110,0.4889,0.0000,17.0000,46.0000
1159,150,271,5,147,0.7000,0.0000,2.0000,0.0000
1159,152,563,667,786,0.4962,0.0000,27.0000,60.0000
1159,153,232,341,93,0.7154,0.0000,3.0000,6.0000
1159,155,410,136,633,0.4521,0.0000,-3.0000,-7.0000
1159,156,720,776,746,0.6105,0.0000,41.0000,65.0000
1159,158,354,149,847,0.6138,0.0000,2.0000,-3.0000
1159,163,375,89,803,0.5596,0.0000,3.0000,-4.0000
1159,170,473,368,110,0.4889,0.0000,17.0000,46.0000
1160,150,273,5,147,0.7000,0.0000,2.0000,0.0000
1160,152,590,727,786,0.4962,0.0000,27.0000,60.0000
1160,153,235,347,93,0.7154,0.0000,3.0000,6.0000
1160,155,412,135,953,0.6405,0.0000,2.0000,-1.0000
1160,156,761,841,746,0.6105,0.0000,41.0000,65.0000
1160,158,358,143,836,0.6134,0.0000,4.0000,-6.0000
1160,163,381,81,843,0.5575,0.0000,6.0000,-8.0000
1160,170,490,414,110,0.4889,0.0000,17.0000,46.0000
1161,150,275,5,147,0.7000,0.0000,2.0000,0.0000
1161,152,617,787,786,0.4962,0.0000,27.0000,60.0000
1161,153,238,353,93,0.7154,0.0000,3.0000,6.0000
1161,155,412,146,735,0.5654,0.0000,0.0000,11.0000
1161,156,802,906,746,0.6105,0.0000,41.0000,65.0000
1161,158,359,139,807,0.6359,0.0000,1.0000,-4.0000
1161,163,383,75,777,0.5574,0.0000,2.0000,-6.0000
1161,170,507,460,110,0.4889,0.0000,17.0000,46.0000
1162,150,291,6,300,0.6452,0.0000,16.0000,1.0000
1162,152,644,847,786,0.4962,0.0000,27.0000,60.0000
1162,153,241,359,93,0.7154,0.0000,3.0000,6.0000
1162,155,410,161,814,0.5139,0.0000,-2.0000,15.0000
1162,156,843,971,746,0.6105,0.0000,41.0000,65.0000
1162,158,363,131,878,0.5302,0.0000,4.0000,-8.0000
1162,163,384,85,223,0.4646,0.0000,1.0000,10.0000
1162,170,524,506,110,0.4889,0.0000,17.0000,46.0000
1163,150,289,7,359,0.6799,0.0000,-2.0000,1.0000
1163,152,671,907,786,0.4962,0.0000,27.0000,60.0000
1163,153,244,365,93,0.7154,0.0000,3.0000,6.0000
1163,155,407,165,816,0.4898,0.0000,-3.0000,4.0000
1163,156,884,1036,746,0.6105,0.0000,41.0000,65.0000
1163,158,364,127,927,0.5977,0.0000,1.0000,-4.0000
1163,163,382,57,1040,0.4612,0.0000,-2.0000,-28.0000
1163,170,541,552,110,0.4889,0.0000,17.0000,46.0000
1164,150,279,10,613,0.6198,0.0000,-10.0000,3.0000
1164,152,698,967,786,0.4962,0.0000,27.0000,60.0000
1164,153,247,371,93,0.7154,0.0000,3.0000,6.0000
1164,155,401,175,796,0.4639,0.0000,-6.0000,10.0000
1164,156,925,1101,746,0.6105,0.0000,41.0000,65.0000
1164,158,366,118,920,0.6259,0.0000,2.0000,-9.0000
1164,163,390,43,745,0.5709,0.0000,8.0000,-14.0000
1164,170,558,598,110,0.4889,0.0000,17.0000,46.0000
1165,150,274,11,713,0.6321,0.0000,-5.0000,1.0000
1165,152,725,1027,786,0.4962,0.0000,27.0000,60.0000
1165,153,250,377,93,0.7154,0.0000,3.0000,6.0000
1165,155,400,181,761,0.4663,0.0000,-1.0000,6.0000
1165,156,966,1166,746,0.6105,0.0000,41.0000,65.0000
1165,158,367,115,900,0.6048,0.0000,1.0000,-3.0000
1165,163,390,38,810,0.5559,0.0000,0.0000,-5.0000
1165,170,575,644,110,0.4889,0.0000,17.0000,46.0000
1166,150,269,12,804,0.6700,0.0000,-5.0000,1.0000
1166,152,752,1087,786,0.4962,0.0000,27.0000,60.0000
1166,153,253,383,93,0.7154,0.0000,3.0000,6.0000
1166,155,398,191,733,0.5158,0.0000,-2.0000,10.0000
1166,156,1007,1231,746,0.6105,0.0000,41.0000,65.0000
1166,158,369,113,916,0.5665,0.0000,2.0000,-2.0000
1166,163,388,34,845,0.5800,0.0000,-2.0000,-4.0000
1166,170,592,690,110,0.4889,0.0000,17.0000,46.0000
1167,150,257,15,904,0.5951,0.0000,-12.0000,3.0000
1167,152,779,1147,786,0.4962,0.0000,27.0000,60.0000
1167,153,256,389,93,0.7154,0.0000,3.0000,6.0000
1167,155,392,207,763,0.4923,0.0000,-6.0000,16.0000
1167,156,1048,1296,746,0.6105,0.0000,41.0000,65.0000
1167,158,369,105,953,0.5446,0.0000,0.0000,-8.0000
1167,163,391,27,866,0.5443,0.0000,3.0000,-7.0000
1167,170,609,736,110,0.4889,0.0000,17.0000,46.0000
1168,150,251,16,911,0.5997,0.0000,-6.0000,1.0000
1168,152,806,1207,786,0.4962,0.0000,27.0000,60.0000
1168,153,259,395,93,0.7154,0.0000,3.0000,6.0000
1168,155,390,215,666,0.4258,0.0000,-2.0000,8.0000
1168,156,1089,1361,746,0.6105,0.0000,41.0000,65.0000
1168,158,367,103,901,0.5461,0.0000,-2.0000,-2.0000
1168,163,393,27,862,0.5671,0.0000,2.0000,0.0000
1168,170,626,782,110,0.4889,0.0000,17.0000,46.0000
1168,181,227,126,331,0.6853,0.0000,-11.0000,-3.0000
1168,182,251,148,183,0.6224,0.0000,-13.0000,-2.0000
1169,150,240,20,841,0.4947,0.0000,-11.0000,4.0000
1169,152,833,1267,786,0.4962,0.0000,27.0000,60.0000
1169,153,262,401,93,0.7154,0.0000,3.0000,6.0000
1169,155,389,227,392,0.5600,0.0000,-1.0000,12.0000
1169,156,1130,1426,746,0.6105,0.0000,41.0000,65.0000
1169,158,367,98,880,0.5131,0.0000,0.0000,-5.0000
1169,163,394,28,824,0.5807,0.0000,1.0000,1.0000
1169,170,643,828,110,0.4889,0.0000,17.0000,46.0000
1169,181,230,124,184,0.5476,0.0000,3.0000,-2.0000
1169,182,238,146,183,0.6224,0.0000,-13.0000,-2.0000
1170,150,233,21,856,0.4756,0.0000,-7.0000,1.0000
1170,152,860,1327,786,0.4962,0.0000,27.0000,60.0000
1170,153,265,407,93,0.7154,0.0000,3.0000,6.0000
1170,155,387,230,228,0.7059,0.0000,-2.0000,3.0000
1170,156,1171,1491,746,0.6105,0.0000,41.0000,65.0000
1170,158,367,96,871,0.5925,0.0000,0.0000,-2.0000
1170,163,394,27,888,0.5766,0.0000,0.0000,-1.0000
1170,170,660,874,110,0.4889,0.0000,17.0000,46.0000
1170,181,220,115,203,0.6591,0.0000,-10.0000,-9.0000
1170,182,225,144,183,0.6224,0.0000,-13.0000,-2.0000
1171,150,222,21,901,0.5006,0.0000,-11.0000,0.0000
1171,152,887,1387,786,0.4962,0.0000,27.0000,60.0000
1171,155,385,233,228,0.7059,0.0000,-2.0000,3.0000
1171,156,1212,1556,746,0.6105,0.0000,41.0000,65.0000
1171,158,382,98,1857,0.4399,0.0000,15.0000,2.0000
1171,163,396,29,822,0.5465,0.0000,2.0000,2.0000
1171,170,677,920,110,0.4889,0.0000,17.0000,46.0000
1171,181,179,131,643,0.6870,0.0000,-41.0000,16.0000
1171,182,212,142,183,0.6224,0.0000,-13.0000,-2.0000
1172,150,217,22,829,0.4876,0.0000,-5.0000,1.0000
1172,152,914,1447,786,0.4962,0.0000,27.0000,60.0000
1172,155,411,208,414,0.4946,0.0000,26.0000,-25.0000
1172,156,1253,1621,746,0.6105,0.0000,41.0000,65.0000
1172,158,363,89,820,0.5891,0.0000,-19.0000,-9.0000
1172,163,396,29,802,0.5332,0.0000,0.0000,0.0000
1172,170,694,966,110,0.4889,0.0000,17.0000,46.0000
1172,181,166,144,623,0.6656,0.0000,-13.0000,13.0000
1172,182,199,140,183,0.6224,0.0000,-13.0000,-2.0000
1173,150,211,23,839,0.4794,0.0000,-6.0000,1.0000
1173,152,941,1507,786,0.4962,0.0000,27.0000,60.0000
1173,155,413,216,575,0.6368,0.0000,2.0000,8.0000
1173,156,1294,1686,746,0.6105,0.0000,41.0000,65.0000
1173,158,362,88,845,0.5947,0.0000,-1.0000,-1.0000
1173,163,397,29,786,0.5226,0.0000,1.0000,0.0000
1173,170,711,1012,110,0.4889,0.0000,17.0000,46.0000
1173,181,151,154,656,0.6876,0.0000,-15.0000,10.0000
1173,182,186,138,183,0.6224,0.0000,-13.0000,-2.0000
1174,150,205,27,844,0.5556,0.0000,-6.0000,4.0000
1174,152,968,1567,786,0.4962,0.0000,27.0000,60.0000
1174,155,399,187,649,0.5547,0.0000,-14.0000,-29.0000
1174,156,1335,1751,746,0.6105,0.0000,41.0000,65.0000
1174,158,365,85,847,0.6302,0.0000,3.0000,-3.0000
1174,163,402,30,729,0.5283,0.0000,5.0000,1.0000
1174,170,728,1058,110,0.4889,0.0000,17.0000,46.0000
1174,181,124,180,618,0.4383,0.0000,-27.0000,26.0000
1174,182,173,136,183,0.6224,0.0000,-13.0000,-2.0000
1175,150,201,30,829,0.6168,0.0000,-4.0000,3.0000
1175,152,995,1627,786,0.4962,0.0000,27.0000,60.0000
1175,155,407,175,783,0.5787,0.0000,8.0000,-12.0000
1175,156,1376,1816,746,0.6105,0.0000,41.0000,65.0000
1175,158,366,83,840,0.6122,0.0000,1.0000,-2.0000
1175,163,403,30,755,0.5355,0.0000,1.0000,0.0000
1175,170,745,1104,110,0.4889,0.0000,17.0000,46.0000
1175,181,109,207,388,0.5173,0.0000,-15.0000,27.0000
1175,182,160,134,183,0.6224,0.0000,-13.0000,-2.0000
1175,184,414,8,223,0.7433,0.0000,2.0000,1.0000
1176,150,197,36,867,0.5711,0.0000,-4.0000,6.0000
1176,152,1022,1687,786,0.4962,0.0000,27.0000,60.0000
1176,155,410,175,729,0.5599,0.0000,3.0000,0.0000
1176,156,1417,1881,746,0.6105,0.0000,41.0000,65.0000
1176,158,366,80,867,0.6283,0.0000,0.0000,-3.0000
1176,163,406,25,1137,0.5742,0.0000,3.0000,-5.0000
1176,170,762,1150,110,0.4889,0.0000,17.0000,46.0000
1176,181,94,231,246,0.7640,0.0000,-15.0000,24.0000
1176,182,147,132,183,0.6224,0.0000,-13.0000,-2.0000
1176,184,416,9,223,0.7433,0.0000,2.0000,1.0000
1177,150,194,41,876,0.5725,0.0000,-3.0000,5.0000
1177,152,1049,1747,786,0.4962,0.0000,27.0000,60.0000
1177,155,411,177,722,0.6072,0.0000,1.0000,2.0000
1177,156,1458,1946,746,0.6105,0.0000,41.0000,65.0000
1177,158,367,79,850,0.6093,0.0000,1.0000,-1.0000
1177,163,405,25,1186,0.6268,0.0000,-1.0000,0.0000
1177,170,779,1196,110,0.4889,0.0000,17.0000,46.0000
1177,181,93,230,266,0.8061,0.0000,-1.0000,-1.0000
1177,182,134,130,183,0.6224,0.0000,-13.0000,-2.0000
1177,184,418,10,223,0.7433,0.0000,2.0000,1.0000
1178,150,192,44,924,0.5510,0.0000,-2.0000,3.0000
1178,152,1076,1807,786,0.4962,0.0000,27.0000,60.0000
1178,155,411,179,732,0.6703,0.0000,0.0000,2.0000
1178,156,1499,2011,746,0.6105,0.0000,41.0000,65.0000
1178,158,368,77,863,0.5641,0.0000,1.0000,-2.0000
1178,163,405,24,1257,0.6506,0.0000,0.0000,-1.0000
1178,170,796,1242,110,0.4889,0.0000,17.0000,46.0000
1178,181,114,234,85,0.7083,0.0000,21.0000,4.0000
1178,182,121,128,183,0.6224,0.0000,-13.0000,-2.0000
1178,184,420,11,223,0.7433,0.0000,2.0000,1.0000
1179,150,190,51,845,0.5216,0.0000,-2.0000,7.0000
1179,152,1103,1867,786,0.4962,0.0000,27.0000,60.0000
1179,155,413,180,610,0.7367,0.0000,2.0000,1.0000
1179,156,1540,2076,746,0.6105,0.0000,41.0000,65.0000
1179,158,371,72,882,0.5976,0.0000,3.0000,-5.0000
1179,163,407,27,1226,0.6385,0.0000,2.0000,3.0000
1179,170,813,1288,110,0.4889,0.0000,17.0000,46.0000
1179,181,135,238,85,0.7083,0.0000,21.0000,4.0000
1179,182,108,126,183,0.6224,0.0000,-13.0000,-2.0000
1179,184,422,12,223,0.7433,0.0000,2.0000,1.0000
1180,150,190,53,850,0.5397,0.0000,0.0000,2.0000
1180,152,1130,1927,786,0.4962,0.0000,27.0000,60.0000
1180,155,412,182,508,0.7888,0.0000,-1.0000,2.0000
1180,158,373,72,909,0.5297,0.0000,2.0000,0.0000
1180,163,407,28,1033,0.5816,0.0000,0.0000,1.0000
1180,170,830,1334,110,0.4889,0.0000,17.0000,46.0000
1180,181,156,242,85,0.7083,0.0000,21.0000,4.0000
1180,182,95,124,183,0.6224,0.0000,-13.0000,-2.0000
1180,184,424,13,223,0.7433,0.0000,2.0000,1.0000
1181,150,191,62,917,0.5619,0.0000,1.0000,9.0000
1181,155,415,182,483,0.6389,0.0000,3.0000,0.0000
1181,158,375,74,892,0.5459,0.0000,2.0000,2.0000
1181,163,407,37,637,0.6032,0.0000,0.0000,9.0000
1181,170,847,1380,110,0.4889,0.0000,17.0000,46.0000
1181,181,177,246,85,0.7083,0.0000,21.0000,4.0000
1181,182,82,122,183,0.6224,0.0000,-13.0000,-2.0000
1181,184,414,7,202,0.5855,0.0000,-10.0000,-6.0000
1182,150,193,66,933,0.5788,0.0000,2.0000,4.0000
1182,155,414,185,504,0.7273,0.0000,-1.0000,3.0000
1182,158,376,74,898,0.5669,0.0000,1.0000,0.0000
1182,163,409,37,683,0.5991,0.0000,2.0000,0.0000
1182,170,864,1426,110,0.4889,0.0000,17.0000,46.0000
1182,181,156,224,229,0.6735,0.0000,-21.0000,-22.0000
1182,182,69,120,183,0.6224,0.0000,-13.0000,-2.0000
1182,184,415,6,174,0.5918,0.0000,1.0000,-1.0000
1183,150,195,75,925,0.5454,0.0000,2.0000,9.0000
1183,155,413,189,569,0.7068,0.0000,-1.0000,4.0000
1183,158,378,76,914,0.5803,0.0000,2.0000,2.0000
1183,163,412,40,689,0.6651,0.0000,3.0000,3.0000
1183,170,881,1472,110,0.4889,0.0000,17.0000,46.0000
1183,181,122,190,793,0.4073,0.0000,-34.0000,-34.0000
1183,182,56,118,183,0.6224,0.0000,-13.0000,-2.0000
1183,184,415,4,103,0.5722,0.0000,0.0000,-2.0000
1184,150,198,84,940,0.5440,0.0000,3.0000,9.0000
1184,155,409,196,584,0.5759,0.0000,-4.0000,7.0000
1184,158,379,77,906,0.5508,0.0000,1.0000,1.0000
1184,163,412,43,707,0.7365,0.0000,0.0000,3.0000
1184,170,898,1518,110,0.4889,0.0000,17.0000,46.0000
1184,181,88,156,793,0.4073,0.0000,-34.0000,-34.0000
1184,182,43,116,183,0.6224,0.0000,-13.0000,-2.0000
1184,184,414,3,78,0.4333,0.0000,-1.0000,-1.0000
1185,150,205,95,913,0.5016,0.0000,7.0000,11.0000
1185,155,408,217,525,0.4688,0.0000,-1.0000,21.0000
1185,158,395,63,1722,0.3836,0.0000,16.0000,-14.0000
1185,163,395,63,1722,0.3836,0.0000,-17.0000,20.0000
1185,181,54,122,793,0.4073,0.0000,-34.0000,-34.0000
1185,182,30,114,183,0.6224,0.0000,-13.0000,-2.0000
1185,184,413,2,78,0.4333,0.0000,-1.0000,-1.0000
1186,150,205,101,919,0.5813,0.0000,0.0000,6.0000
1186,155,410,219,542,0.5828,0.0000,2.0000,2.0000
1186,158,413,48,835,0.8251,0.0000,18.0000,-15.0000
1186,163,380,78,890,0.5260,0.0000,-15.0000,15.0000
1186,181,20,88,793,0.4073,0.0000,-34.0000,-34.0000
1186,182,17,112,183,0.6224,0.0000,-13.0000,-2.0000
1186,184,413,48,835,0.8251,0.0000,0.0000,46.0000
1187,150,206,108,945,0.5679,0.0000,1.0000,7.0000
1187,155,406,222,478,0.4995,0.0000,-4.0000,3.0000
1187,158,412,50,831,0.6800,0.0000,-1.0000,2.0000
1187,163,380,78,903,0.5489,0.0000,0.0000,0.0000
1187,181,-14,54,793,0.4073,0.0000,-34.0000,-34.0000
1187,182,4,110,183,0.6224,0.0000,-13.0000,-2.0000
1187,184,380,78,903,0.5489,0.0000,-33.0000,30.0000
1187,189,182,223,557,0.5626,0.0000,0.0000,-4.0000
1188,150,214,117,909,0.4482,0.0000,8.0000,9.0000
1188,155,409,220,494,0.5881,0.0000,3.0000,-2.0000
1188,158,396,69,1745,0.4134,0.0000,-16.0000,19.0000
1188,163,396,69,1745,0.4134,0.0000,16.0000,-9.0000
1188,181,-48,20,793,0.4073,0.0000,-34.0000,-34.0000
1188,182,-9,108,183,0.6224,0.0000,-13.0000,-2.0000
1188,184,347,108,903,0.5489,0.0000,-33.0000,30.0000
1188,189,183,215,735,0.6331,0.0000,1.0000,-8.0000
1189,150,216,121,900,0.5740,0.0000,2.0000,4.0000
1189,155,400,229,284,0.5917,0.0000,-9.0000,9.0000
1189,158,396,71,1724,0.4282,0.0000,0.0000,2.0000
1189,163,396,71,1724,0.4282,0.0000,0.0000,2.0000
1189,181,-82,-14,793,0.4073,0.0000,-34.0000,-34.0000
1189,182,-22,106,183,0.6224,0.0000,-13.0000,-2.0000
1189,184,314,138,903,0.5489,0.0000,-33.0000,30.0000
1189,189,185,211,764,0.5727,0.0000,2.0000,-4.0000
1190,150,221,128,925,0.5372,0.0000,5.0000,7.0000
1190,155,391,238,284,0.5917,0.0000,-9.0000,9.0000
1190,158,396,75,1664,0.3942,0.0000,0.0000,4.0000
1190,163,396,75,1664,0.3942,0.0000,0.0000,4.0000
1190,181,-116,-48,793,0.4073,0.0000,-34.0000,-34.0000
1190,182,-35,104,183,0.6224,0.0000,-13.0000,-2.0000
1190,184,281,168,903,0.5489,0.0000,-33.0000,30.0000
1190,189,188,199,791,0.4777,0.0000,3.0000,-12.0000
1190,192,25,220,675,0.6832,0.0000,3.0000,-6.0000
1191,150,223,129,914,0.5450,0.0000,2.0000,1.0000
1191,155,382,247,284,0.5917,0.0000,-9.0000,9.0000
1191,158,400,62,2092,0.3122,0.0000,4.0000,-13.0000
1191,163,400,62,2092,0.3122,0.0000,4.0000,-13.0000
1191,181,-150,-82,793,0.4073,0.0000,-34.0000,-34.0000
1191,182,-48,102,183,0.6224,0.0000,-13.0000,-2.0000
1191,184,248,198,903,0.5489,0.0000,-33.0000,30.0000
1191,189,189,190,803,0.5025,0.0000,1.0000,-9.0000
1191,192,24,216,806,0.7045,0.0000,-1.0000,-4.0000
1192,150,229,131,922,0.5227,0.0000,6.0000,2.0000
1192,155,373,256,284,0.5917,0.0000,-9.0000,9.0000
1192,158,400,58,2263,0.3328,0.0000,0.0000,-4.0000
1192,163,400,58,2263,0.3328,0.0000,0.0000,-4.0000
1192,181,-184,-116,793,0.4073,0.0000,-34.0000,-34.0000
1192,182,-61,100,183,0.6224,0.0000,-13.0000,-2.0000
1192,184,215,228,903,0.5489,0.0000,-33.0000,30.0000
1192,189,189,178,806,0.5417,0.0000,0.0000,-12.0000
1192,192,20,204,787,0.6073,0.0000,-4.0000,-12.0000
1193,150,232,131,941,0.5228,0.0000,3.0000,0.0000
1193,155,364,265,284,0.5917,0.0000,-9.0000,9.0000
1193,158,399,59,2376,0.3443,0.0000,-1.0000,1.0000
1193,163,399,59,2376,0.3443,0.0000,-1.0000,1.0000
1193,181,-218,-150,793,0.4073,0.0000,-34.0000,-34.0000
1193,182,-74,98,183,0.6224,0.0000,-13.0000,-2.0000
1193,184,182,258,903,0.5489,0.0000,-33.0000,30.0000
1193,189,191,174,820,0.5339,0.0000,2.0000,-4.0000
1193,192,22,199,834,0.5430,0.0000,2.0000,-5.0000
1194,150,235,131,944,0.5721,0.0000,3.0000,0.0000
1194,155,355,274,284,0.5917,0.0000,-9.0000,9.0000
1194,158,399,58,2455,0.3507,0.0000,0.0000,-1.0000
1194,163,399,58,2455,0.3507,0.0000,0.0000,-1.0000
1194,181,-252,-184,793,0.4073,0.0000,-34.0000,-34.0000
1194,182,-87,96,183,0.6224,0.0000,-13.0000,-2.0000
1194,184,149,288,903,0.5489,0.0000,-33.0000,30.0000
1194,189,194,168,863,0.4635,0.0000,3.0000,-6.0000
1194,192,22,195,829,0.5458,0.0000,0.0000,-4.0000
1194,193,399,58,2455,0.3507,0.0000,0.0000,-1.0000
1195,150,241,129,904,0.5650,0.0000,6.0000,-2.0000
1195,155,346,283,284,0.5917,0.0000,-9.0000,9.0000
1195,158,389,75,1704,0.4303,0.0000,-10.0000,17.0000
1195,163,389,75,1704,0.4303,0.0000,-10.0000,17.0000
1195,181,-286,-218,793,0.4073,0.0000,-34.0000,-34.0000
1195,182,-100,94,183,0.6224,0.0000,-13.0000,-2.0000
1195,184,116,318,903,0.5489,0.0000,-33.0000,30.0000
1195,189,193,155,855,0.5516,0.0000,-1.0000,-13.0000
1195,192,27,182,811,0.5566,0.0000,5.0000,-13.0000
1195,193,414,22,700,0.7246,0.0000,15.0000,-36.0000
1196,150,245,128,930,0.5314,0.0000,4.0000,-1.0000
1196,155,337,292,284,0.5917,0.0000,-9.0000,9.0000
1196,158,388,74,1765,0.3838,0.0000,-1.0000,-1.0000
1196,163,388,74,1765,0.3838,0.0000,-1.0000,-1.0000
1196,181,-320,-252,793,0.4073,0.0000,-34.0000,-34.0000
1196,182,-113,92,183,0.6224,0.0000,-13.0000,-2.0000
1196,184,83,348,903,0.5489,0.0000,-33.0000,30.0000
1196,189,192,149,841,0.5201,0.0000,-1.0000,-6.0000
1196,192,30,177,824,0.6261,0.0000,3.0000,-5.0000
1196,193,413,23,677,0.7179,0.0000,-1.0000,1.0000
1197,150,254,124,922,0.5588,0.0000,9.0000,-4.0000
1197,155,328,301,284,0.5917,0.0000,-9.0000,9.0000
1197,158,393,59,2627,0.3442,0.0000,5.0000,-15.0000
1197,163,393,59,2627,0.3442,0.0000,5.0000,-15.0000
1197,181,-354,-286,793,0.4073,0.0000,-34.0000,-34.0000
1197,182,-126,90,183,0.6224,0.0000,-13.0000,-2.0000
1197,184,50,378,903,0.5489,0.0000,-33.0000,30.0000
1197,189,197,138,813,0.5185,0.0000,5.0000,-11.0000
1197,192,37,169,854,0.4710,0.0000,7.0000,-8.0000
1197,193,393,59,2627,0.3442,0.0000,-20.0000,36.0000
1198,150,258,122,913,0.5435,0.0000,4.0000,-2.0000
1198,155,319,310,284,0.5917,0.0000,-9.0000,9.0000
1198,158,402,43,1625,0.4514,0.0000,9.0000,-16.0000
1198,163,402,43,1625,0.4514,0.0000,9.0000,-16.0000
1198,181,-388,-320,793,0.4073,0.0000,-34.0000,-34.0000
1198,184,17,408,903,0.5489,0.0000,-33.0000,30.0000
1198,189,200,132,835,0.4484,0.0000,3.0000,-6.0000
1198,192,39,163,834,0.5332,0.0000,2.0000,-6.0000
1198,193,372,89,890,0.5867,0.0000,-21.0000,30.0000
1199,150,260,121,862,0.5321,0.0000,2.0000,-1.0000
1199,155,310,319,284,0.5917,0.0000,-9.0000,9.0000
1199,158,388,59,2508,0.3225,0.0000,-14.0000,16.0000
1199,163,388,59,2508,0.3225,0.0000,-14.0000,16.0000
1199,181,-422,-354,793,0.4073,0.0000,-34.0000,-34.0000
1199,184,-16,438,903,0.5489,0.0000,-33.0000,30.0000
1199,189,199,124,829,0.4976,0.0000,-1.0000,-8.0000
1199,192,41,156,834,0.5666,0.0000,2.0000,-7.0000
1199,193,351,119,890,0.5867,0.0000,-21.0000,30.0000
1200,150,267,114,885,0.5563,0.0000,7.0000,-7.0000
1200,155,301,328,284,0.5917,0.0000,-9.0000,9.0000
1200,158,370,90,898,0.5627,0.0000,-18.0000,31.0000
1200,163,381,53,843,0.4823,0.0000,-7.0000,-6.0000
1200,181,-456,-388,793,0.4073,0.0000,-34.0000,-34.0000
1200,184,-49,468,903,0.5489,0.0000,-33.0000,30.0000
1200,189,197,113,814,0.4988,0.0000,-2.0000,-11.0000
1200,192,45,142,870,0.6170,0.0000,4.0000,-14.0000
1200,193,330,149,890,0.5867,0.0000,-21.0000,30.0000
1201,150,269,109,888,0.5295,0.0000,2.0000,-5.0000
1201,155,292,337,284,0.5917,0.0000,-9.0000,9.0000
1201,158,352,121,898,0.5627,0.0000,-18.0000,31.0000
1201,163,371,72,1725,0.4792,0.0000,-10.0000,19.0000
1201,181,-490,-422,793,0.4073,0.0000,-34.0000,-34.0000
1201,184,-82,498,903,0.5489,0.0000,-33.0000,30.0000
1201,189,199,108,828,0.5121,0.0000,2.0000,-5.0000
1201,192,47,137,933,0.5554,0.0000,2.0000,-5.0000
1201,193,309,179,890,0.5867,0.0000,-21.0000,30.0000
1202,150,273,102,869,0.5082,0.0000,4.0000,-7.0000
1202,155,283,346,284,0.5917,0.0000,-9.0000,9.0000
1202,158,334,152,898,0.5627,0.0000,-18.0000,31.0000
1202,163,370,91,889,0.5743,0.0000,-1.0000,19.0000
1202,181,-524,-456,793,0.4073,0.0000,-34.0000,-34.0000
1202,184,-115,528,903,0.5489,0.0000,-33.0000,30.0000
1202,189,204,96,834,0.4964,0.0000,5.0000,-12.0000
1202,192,48,127,929,0.5692,0.0000,1.0000,-10.0000
1202,193,288,209,890,0.5867,0.0000,-21.0000,30.0000
1203,150,277,96,871,0.5064,0.0000,4.0000,-6.0000
1203,155,274,355,284,0.5917,0.0000,-9.0000,9.0000
1203,158,316,183,898,0.5627,0.0000,-18.0000,31.0000
1203,163,369,91,881,0.5691,0.0000,-1.0000,0.0000
1203,181,-558,-490,793,0.4073,0.0000,-34.0000,-34.0000
1203,184,-148,558,903,0.5489,0.0000,-33.0000,30.0000
1203,189,204,90,804,0.4926,0.0000,0.0000,-6.0000
1203,192,48,121,945,0.5679,0.0000,0.0000,-6.0000
1203,193,267,239,890,0.5867,0.0000,-21.0000,30.0000
1203,194,395,21,739,0.5422,0.0000,-3.0000,-2.0000
1204,150,282,89,889,0.5292,0.0000,5.0000,-7.0000
1204,155,265,364,284,0.5917,0.0000,-9.0000,9.0000
1204,158,298,214,898,0.5627,0.0000,-18.0000,31.0000
1204,163,369,91,875,0.6026,0.0000,0.0000,0.0000
1204,181,-592,-524,793,0.4073,0.0000,-34.0000,-34.0000
1204,184,-181,588,903,0.5489,0.0000,-33.0000,30.0000
1204,189,206,77,828,0.5121,0.0000,2.0000,-13.0000
1204,192,49,110,943,0.5603,0.0000,1.0000,-11.0000
